14775182,1187715,1,1.0
25718653,18476981,1,1.0
7193382,710272,1,1.0
18266348,6190702,1,1.0
25903892,23674770,2,1.0
19064659,1187715,1,1.0
17894222,18314164,1,1.0
25482608,1763190,1,1.0
18923420,18589616,1,1.0
20135762,17872862,3,1.0
24153712,710272,1,1.0
14380872,19822479,1,1.0
18476981,526316,1,1.0
19852452,19728145,1,1.0
24249720,1492619,1,1.0
25150760,18425641,1,1.0
18468466,19728145,1,1.0
18974119,18476981,1,1.0
20351444,18425641,1,1.0
20065975,19728145,1,1.0
18573279,19654655,2,1.0
2305281,1578685,1,1.0
18642226,1763190,2,1.0
26091301,22730657,1,1.0
25521445,23594916,2,1.0
20182158,20336043,1,1.0
1578685,20348898,1,1.0
20041384,18779992,1,1.0
19035579,10178242,1,1.0
22608632,7836842,1,1.0
20124638,4705492,2,1.0
25495782,6335372,1,1.0
23674770,25587693,2,1.0
23816722,1187715,1,1.0
23573879,23515107,1,1.0
25810092,19680459,3,1.0
25326528,1763190,1,1.0
21134448,23353167,1,1.0
20368282,1492619,1,1.0
17820032,10016162,1,1.0
18729267,11294262,1,1.0
4631582,6641192,1,1.0
24743042,23723436,1,1.0
23515107,526316,1,1.0
25717708,19262745,1,1.0
21632405,47094,1,1.0
21245809,19822479,1,1.0
25471951,47094,4,1.0
20822884,1576921,1,1.0
23285340,19728145,1,1.0
20940321,1187715,1,1.0
18964683,18801828,1,1.0
24556869,21632405,2,1.0
26040985,19934054,1,0.5
20129636,22730657,1,0.5
22193397,19728145,1,0.5
2520612,18495240,1,0.5
1780720,10032122,1,0.5
18816443,18955830,1,0.5
24850344,23515107,1,0.5
1029550,526316,1,0.5
17686062,16447162,1,0.5
24744100,11184352,1,0.5
1805550,15552112,1,0.5
1697586,1642477,1,0.5
25856788,18955830,1,0.5
18953664,18955830,2,0.5
24316830,4705492,1,0.5
25448937,339011,1,0.5
1805550,6641192,1,0.5
25448937,2520612,1,0.5
18816443,1187715,1,0.5
25884191,18955830,1,0.5
20129636,1187715,2,0.5
9710012,18425641,1,0.5
1697586,1187715,2,0.5
23968092,16477792,1,0.5
24744100,23594916,1,0.5
1576921,526316,1,0.5
18767675,17467312,1,0.5
19822479,18616278,1,0.5
9710012,19908083,1,0.5
21957723,15297782,1,0.5
18629337,19713173,1,0.5
26040985,18562307,1,0.5
23968092,19997487,1,0.5
998413,1578685,6,0.5
21306620,20336043,1,0.5
12588802,1697586,1,0.5
19033734,21989057,1,0.5
1780720,18974119,1,0.5
24925734,526316,1,0.5
18953664,1187715,2,0.5
9307682,1492619,1,0.5
24316830,1642477,1,0.5
23594916,17467312,1,0.5
23594916,18589616,1,0.5
18567736,339011,1,0.5
18855476,10178242,2,0.5
21306620,20807142,1,0.5
25641512,339011,2,0.5
18855476,20186791,1,0.5
19496778,526316,1,0.5
24568502,15552112,1,0.5
21989057,18616278,1,0.5
2520612,18955830,3,0.5
18629337,1078077,1,0.5
18549827,1349592,1,0.5
9307682,7700282,4,0.5
22485402,929402,1,0.5
18549827,11294262,1,0.5
22485402,15770262,1,0.5
21989057,16062152,1,0.5
24850344,526316,1,0.5
1029550,1576921,1,0.5
998413,929402,1,0.5
17686062,18616278,2,0.5
18567736,18517376,1,0.5
1787157,1576921,1,0.5
1576921,1642477,2,0.5
18882523,19654655,1,0.5
1787157,1728035,1,0.5
18767675,17872862,1,0.5
25856788,1187715,1,0.5
18882523,18573279,1,0.5
25884191,12588802,1,0.5
12588802,1187715,2,0.5
22193397,526316,1,0.5
25641512,22193397,1,0.5
19822479,18589616,1,0.5
19496778,18589616,1,0.5
24568502,18592827,1,0.5
19033734,18616278,1,0.5
21957723,18801828,2,0.5
24925734,19728145,1,0.5
20421535,9376702,1,0.3333333333333333
2486942,1780720,1,0.3333333333333333
18764206,19728145,1,0.3333333333333333
18592827,15552112,2,0.3333333333333333
3636792,6190702,1,0.3333333333333333
10032122,18476981,1,0.3333333333333333
25129130,17894222,2,0.3333333333333333
18677333,710272,1,0.3333333333333333
1743773,1787157,1,0.3333333333333333
14557662,10016242,1,0.3333333333333333
20421535,22197221,1,0.3333333333333333
20583850,9307682,1,0.3333333333333333
5327862,1473660,1,0.3333333333333333
24803205,1642477,1,0.3333333333333333
20440175,526316,1,0.3333333333333333
25996638,18425641,1,0.3333333333333333
24748157,18361585,1,0.3333333333333333
21277425,1581956,1,0.3333333333333333
18764206,19687074,1,0.3333333333333333
1743773,711599,1,0.3333333333333333
20583850,11294262,2,0.3333333333333333
24748157,24675279,1,0.3333333333333333
25857366,18955830,1,0.3333333333333333
25129130,18314164,1,0.3333333333333333
20440175,7700282,1,0.3333333333333333
25129130,6707902,1,0.3333333333333333
20421535,18955830,1,0.3333333333333333
25117452,1349592,1,0.3333333333333333
1743773,1728035,1,0.3333333333333333
18556100,19728145,1,0.3333333333333333
13288852,10016162,1,0.3333333333333333
25996638,8908602,1,0.3333333333333333
24803205,18589616,1,0.3333333333333333
13288852,7700282,1,0.3333333333333333
25857366,1187715,1,0.3333333333333333
24431556,22197221,1,0.3333333333333333
19687074,1642477,1,0.3333333333333333
20493986,14546632,1,0.3333333333333333
24748157,1324203,1,0.3333333333333333
2486942,18974119,1,0.3333333333333333
24431556,19728145,1,0.3333333333333333
19687074,19728145,1,0.3333333333333333
20493986,18589616,2,0.3333333333333333
25117452,24446290,1,0.3333333333333333
7700282,22736876,2,0.3333333333333333
25857366,1371991,1,0.3333333333333333
7700282,204767,1,0.3333333333333333
7700282,19822479,1,0.3333333333333333
18677333,16062152,1,0.3333333333333333
21277425,6284242,1,0.3333333333333333
18592827,18468466,1,0.3333333333333333
18556100,18955830,1,0.3333333333333333
5327862,1578685,1,0.3333333333333333
13288852,11294262,1,0.3333333333333333
14557662,11862932,1,0.3333333333333333
24803205,1349592,1,0.3333333333333333
3636792,19064659,1,0.3333333333333333
18556100,10178242,1,0.3333333333333333
10032122,18974119,2,0.3333333333333333
24431556,18955830,1,0.3333333333333333
20583850,7700282,2,0.3333333333333333
18764206,6284242,1,0.3333333333333333
25117452,2556962,1,0.3333333333333333
10032122,19262745,1,0.3333333333333333
18677333,18589616,1,0.3333333333333333
20440175,19416348,1,0.3333333333333333
14557662,16477792,1,0.3333333333333333
3636792,1187715,1,0.3333333333333333
18592827,19262745,1,0.3333333333333333
20493986,16062152,1,0.3333333333333333
5327862,6121452,1,0.3333333333333333
21277425,19064659,1,0.3333333333333333
25996638,22736876,3,0.3333333333333333
19687074,1371991,1,0.3333333333333333
2486942,10032122,1,0.3333333333333333
5882552,1187715,1,0.25
17467312,18616278,2,0.25
25516196,18801828,1,0.25
18626981,929402,1,0.25
20806988,23573879,1,0.25
23499806,22422793,1,0.25
25694632,19266390,1,0.25
16321082,17872862,1,0.25
21933145,22730657,1,0.25
25681644,1371991,1,0.25
19011737,18589616,1,0.25
18779992,18589616,5,0.25
25694632,14380872,1,0.25
1763190,18923420,5,0.25
20806988,1187715,1,0.25
25481468,929402,1,0.25
1349592,1642477,1,0.25
25481468,19728145,1,0.25
8908602,22736876,1,0.25
23040833,20129636,1,0.25
25516196,16954142,1,0.25
21933145,1324203,1,0.25
18589616,17872862,3,0.25
23040833,19728145,2,0.25
25694632,19416348,1,0.25
25648018,19713173,1,0.25
2542802,7700282,1,0.25
